id_estacion,hour,weekNumber,dayOfWeek,lat,long,num_bikes_available
101.0,0,38,3,-34.5891857,-58.4424397,0.0
101.0,0,38,4,-34.5891857,-58.4424397,0.0
101.0,0,38,5,-34.5891857,-58.4424397,0.0
101.0,0,38,6,-34.5891857,-58.4424397,1.0
101.0,1,38,0,-34.5891857,-58.4424397,2.0
101.0,1,38,1,-34.5891857,-58.4424397,0.0
101.0,1,38,2,-34.5891857,-58.4424397,0.0
101.0,1,38,3,-34.5891857,-58.4424397,2.0
101.0,1,38,4,-34.5891857,-58.4424397,0.0
101.0,1,38,5,-34.5891857,-58.4424397,2.0
101.0,1,38,6,-34.5891857,-58.4424397,1.0
101.0,2,38,0,-34.5891857,-58.4424397,2.0
101.0,2,38,1,-34.5891857,-58.4424397,0.0
101.0,2,38,2,-34.5891857,-58.4424397,0.0
101.0,2,38,3,-34.5891857,-58.4424397,0.0
101.0,2,38,4,-34.5891857,-58.4424397,0.0
101.0,2,38,5,-34.5891857,-58.4424397,4.0
101.0,2,38,6,-34.5891857,-58.4424397,1.0
101.0,3,38,0,-34.5891857,-58.4424397,2.0
101.0,3,38,1,-34.5891857,-58.4424397,0.0
101.0,3,38,2,-34.5891857,-58.4424397,0.0
101.0,3,38,3,-34.5891857,-58.4424397,0.0
101.0,3,38,4,-34.5891857,-58.4424397,0.0
101.0,3,38,5,-34.5891857,-58.4424397,4.0
101.0,3,38,6,-34.5891857,-58.4424397,1.0
101.0,4,38,0,-34.5891857,-58.4424397,2.0
101.0,4,38,1,-34.5891857,-58.4424397,0.0
101.0,4,38,2,-34.5891857,-58.4424397,0.0
101.0,4,38,3,-34.5891857,-58.4424397,0.0
101.0,4,38,4,-34.5891857,-58.4424397,0.0
101.0,4,38,5,-34.5891857,-58.4424397,4.0
101.0,4,38,6,-34.5891857,-58.4424397,0.0
101.0,5,38,0,-34.5891857,-58.4424397,1.0
101.0,5,38,1,-34.5891857,-58.4424397,0.0
101.0,5,38,2,-34.5891857,-58.4424397,0.0
101.0,5,38,3,-34.5891857,-58.4424397,0.0
101.0,5,38,4,-34.5891857,-58.4424397,0.0
101.0,5,38,5,-34.5891857,-58.4424397,3.0
101.0,5,38,6,-34.5891857,-58.4424397,1.0
101.0,6,38,0,-34.5891857,-58.4424397,1.0
101.0,6,38,1,-34.5891857,-58.4424397,0.0
101.0,6,38,2,-34.5891857,-58.4424397,0.0
101.0,6,38,3,-34.5891857,-58.4424397,0.0
101.0,6,38,4,-34.5891857,-58.4424397,0.0
101.0,6,38,5,-34.5891857,-58.4424397,2.0
101.0,6,38,6,-34.5891857,-58.4424397,0.0
101.0,7,38,0,-34.5891857,-58.4424397,1.0
101.0,7,38,1,-34.5891857,-58.4424397,1.0
101.0,7,38,2,-34.5891857,-58.4424397,1.0
101.0,7,38,3,-34.5891857,-58.4424397,1.0
101.0,7,38,4,-34.5891857,-58.4424397,3.0
101.0,7,38,5,-34.5891857,-58.4424397,2.0
101.0,7,38,6,-34.5891857,-58.4424397,0.0
101.0,8,38,0,-34.5891857,-58.4424397,1.0
101.0,8,38,1,-34.5891857,-58.4424397,0.0
101.0,8,38,2,-34.5891857,-58.4424397,0.0
101.0,8,38,3,-34.5891857,-58.4424397,1.0
101.0,8,38,4,-34.5891857,-58.4424397,1.0
101.0,8,38,5,-34.5891857,-58.4424397,1.0
101.0,8,38,6,-34.5891857,-58.4424397,0.0
101.0,9,38,0,-34.5891857,-58.4424397,6.0
101.0,9,38,1,-34.5891857,-58.4424397,1.0
101.0,9,38,2,-34.5891857,-58.4424397,0.0
101.0,9,38,3,-34.5891857,-58.4424397,2.0
101.0,9,38,4,-34.5891857,-58.4424397,1.0
101.0,9,38,5,-34.5891857,-58.4424397,0.0
101.0,9,38,6,-34.5891857,-58.4424397,0.0
101.0,10,38,0,-34.5891857,-58.4424397,4.0
101.0,10,38,1,-34.5891857,-58.4424397,1.0
101.0,10,38,2,-34.5891857,-58.4424397,3.0
101.0,10,38,3,-34.5891857,-58.4424397,1.0
101.0,10,38,4,-34.5891857,-58.4424397,1.0
101.0,10,38,5,-34.5891857,-58.4424397,0.0
101.0,10,38,6,-34.5891857,-58.4424397,1.0
101.0,11,38,0,-34.5891857,-58.4424397,0.0
101.0,11,38,1,-34.5891857,-58.4424397,0.0
101.0,11,38,2,-34.5891857,-58.4424397,3.0
101.0,11,38,3,-34.5891857,-58.4424397,0.0
101.0,11,38,4,-34.5891857,-58.4424397,0.0
101.0,11,38,5,-34.5891857,-58.4424397,1.0
101.0,11,38,6,-34.5891857,-58.4424397,0.0
101.0,12,38,0,-34.5891857,-58.4424397,0.0
101.0,12,38,1,-34.5891857,-58.4424397,0.0
101.0,12,38,2,-34.5891857,-58.4424397,2.0
101.0,12,38,3,-34.5891857,-58.4424397,1.0
101.0,12,38,4,-34.5891857,-58.4424397,1.0
101.0,12,38,5,-34.5891857,-58.4424397,1.0
101.0,13,38,0,-34.5891857,-58.4424397,0.0
101.0,13,38,1,-34.5891857,-58.4424397,0.0
101.0,13,38,2,-34.5891857,-58.4424397,0.0
101.0,13,38,3,-34.5891857,-58.4424397,0.0
101.0,13,38,4,-34.5891857,-58.4424397,1.0
101.0,13,38,5,-34.5891857,-58.4424397,0.0
101.0,14,38,0,-34.5891857,-58.4424397,1.0
101.0,14,38,1,-34.5891857,-58.4424397,0.0
101.0,14,38,2,-34.5891857,-58.4424397,0.0
101.0,14,38,3,-34.5891857,-58.4424397,0.0
101.0,14,38,4,-34.5891857,-58.4424397,0.0
101.0,14,38,5,-34.5891857,-58.4424397,0.0
101.0,15,38,0,-34.5891857,-58.4424397,0.0
101.0,15,38,1,-34.5891857,-58.4424397,0.0
101.0,15,38,2,-34.5891857,-58.4424397,1.0
101.0,15,38,3,-34.5891857,-58.4424397,1.0
101.0,15,38,4,-34.5891857,-58.4424397,0.0
101.0,15,38,5,-34.5891857,-58.4424397,1.0
101.0,16,38,0,-34.5891857,-58.4424397,0.0
101.0,16,38,1,-34.5891857,-58.4424397,0.0
101.0,16,38,2,-34.5891857,-58.4424397,0.0
101.0,16,38,3,-34.5891857,-58.4424397,2.0
101.0,16,38,4,-34.5891857,-58.4424397,0.0
101.0,16,38,5,-34.5891857,-58.4424397,0.0
101.0,17,38,0,-34.5891857,-58.4424397,0.0
101.0,17,38,1,-34.5891857,-58.4424397,0.0
101.0,17,38,2,-34.5891857,-58.4424397,0.0
101.0,17,38,3,-34.5891857,-58.4424397,1.0
101.0,17,38,4,-34.5891857,-58.4424397,1.0
101.0,17,38,5,-34.5891857,-58.4424397,0.0
101.0,18,38,0,-34.5891857,-58.4424397,0.0
101.0,18,38,1,-34.5891857,-58.4424397,0.0
101.0,18,38,2,-34.5891857,-58.4424397,0.0
101.0,18,38,3,-34.5891857,-58.4424397,0.0
101.0,18,38,4,-34.5891857,-58.4424397,0.0
101.0,18,38,5,-34.5891857,-58.4424397,0.0
101.0,19,38,0,-34.5891857,-58.4424397,0.0
101.0,19,38,1,-34.5891857,-58.4424397,0.0
101.0,19,38,2,-34.5891857,-58.4424397,0.0
101.0,19,38,3,-34.5891857,-58.4424397,0.0
101.0,19,38,4,-34.5891857,-58.4424397,0.0
101.0,19,38,5,-34.5891857,-58.4424397,2.0
101.0,20,38,0,-34.5891857,-58.4424397,0.0
101.0,20,38,1,-34.5891857,-58.4424397,0.0
101.0,20,38,2,-34.5891857,-58.4424397,0.0
101.0,20,38,3,-34.5891857,-58.4424397,0.0
101.0,20,38,4,-34.5891857,-58.4424397,1.0
101.0,20,38,5,-34.5891857,-58.4424397,2.0
101.0,21,38,0,-34.5891857,-58.4424397,0.0
101.0,21,38,1,-34.5891857,-58.4424397,0.0
101.0,21,38,2,-34.5891857,-58.4424397,1.0
101.0,21,38,3,-34.5891857,-58.4424397,0.0
101.0,21,38,4,-34.5891857,-58.4424397,0.0
101.0,21,38,5,-34.5891857,-58.4424397,2.0
101.0,22,38,0,-34.5891857,-58.4424397,1.0
101.0,22,38,1,-34.5891857,-58.4424397,0.0
101.0,22,38,2,-34.5891857,-58.4424397,1.0
101.0,22,38,3,-34.5891857,-58.4424397,0.0
101.0,22,38,4,-34.5891857,-58.4424397,1.0
101.0,22,38,5,-34.5891857,-58.4424397,2.0
101.0,23,38,0,-34.5891857,-58.4424397,0.0
101.0,23,38,1,-34.5891857,-58.4424397,0.0
101.0,23,38,2,-34.5891857,-58.4424397,0.0
101.0,23,38,3,-34.5891857,-58.4424397,1.0
101.0,23,38,4,-34.5891857,-58.4424397,0.0
101.0,23,38,5,-34.5891857,-58.4424397,0.0
102.0,0,38,0,-34.5864287,-58.4458199,1.0
102.0,0,38,1,-34.5864287,-58.4458199,0.0
102.0,0,38,2,-34.5864287,-58.4458199,1.0
102.0,0,38,3,-34.5864287,-58.4458199,1.0
102.0,0,38,4,-34.5864287,-58.4458199,10.0
102.0,0,38,5,-34.5864287,-58.4458199,0.0
102.0,0,38,6,-34.5864287,-58.4458199,4.0
102.0,1,38,0,-34.5864287,-58.4458199,2.0
102.0,1,38,1,-34.5864287,-58.4458199,0.0
102.0,1,38,2,-34.5864287,-58.4458199,0.0
102.0,1,38,3,-34.5864287,-58.4458199,1.0
102.0,1,38,4,-34.5864287,-58.4458199,10.0
102.0,1,38,5,-34.5864287,-58.4458199,0.0
102.0,1,38,6,-34.5864287,-58.4458199,4.0
102.0,2,38,0,-34.5864287,-58.4458199,3.0
102.0,2,38,1,-34.5864287,-58.4458199,1.0
102.0,2,38,2,-34.5864287,-58.4458199,0.0
102.0,2,38,3,-34.5864287,-58.4458199,0.0
102.0,2,38,4,-34.5864287,-58.4458199,10.0
102.0,2,38,5,-34.5864287,-58.4458199,0.0
102.0,2,38,6,-34.5864287,-58.4458199,1.0
102.0,3,38,0,-34.5864287,-58.4458199,3.0
102.0,3,38,1,-34.5864287,-58.4458199,2.0
102.0,3,38,2,-34.5864287,-58.4458199,0.0
102.0,3,38,3,-34.5864287,-58.4458199,2.0
102.0,3,38,4,-34.5864287,-58.4458199,10.0
102.0,3,38,5,-34.5864287,-58.4458199,0.0
102.0,3,38,6,-34.5864287,-58.4458199,0.0
102.0,4,38,0,-34.5864287,-58.4458199,3.0
102.0,4,38,1,-34.5864287,-58.4458199,2.0
102.0,4,38,2,-34.5864287,-58.4458199,0.0
102.0,4,38,3,-34.5864287,-58.4458199,2.0
102.0,4,38,4,-34.5864287,-58.4458199,10.0
102.0,4,38,5,-34.5864287,-58.4458199,0.0
102.0,4,38,6,-34.5864287,-58.4458199,0.0
102.0,5,38,0,-34.5864287,-58.4458199,4.0
102.0,5,38,1,-34.5864287,-58.4458199,1.0
102.0,5,38,2,-34.5864287,-58.4458199,0.0
102.0,5,38,3,-34.5864287,-58.4458199,2.0
102.0,5,38,4,-34.5864287,-58.4458199,10.0
102.0,5,38,5,-34.5864287,-58.4458199,0.0
102.0,5,38,6,-34.5864287,-58.4458199,0.0
102.0,6,38,0,-34.5864287,-58.4458199,2.0
102.0,6,38,1,-34.5864287,-58.4458199,0.0
102.0,6,38,2,-34.5864287,-58.4458199,0.0
102.0,6,38,3,-34.5864287,-58.4458199,0.0
102.0,6,38,4,-34.5864287,-58.4458199,10.0
102.0,6,38,5,-34.5864287,-58.4458199,0.0
102.0,6,38,6,-34.5864287,-58.4458199,0.0
102.0,7,38,0,-34.5864287,-58.4458199,0.0
102.0,7,38,1,-34.5864287,-58.4458199,0.0
102.0,7,38,2,-34.5864287,-58.4458199,0.0
102.0,7,38,3,-34.5864287,-58.4458199,0.0
102.0,7,38,4,-34.5864287,-58.4458199,10.0
102.0,7,38,5,-34.5864287,-58.4458199,0.0
102.0,7,38,6,-34.5864287,-58.4458199,0.0
102.0,8,38,0,-34.5864287,-58.4458199,1.0
102.0,8,38,1,-34.5864287,-58.4458199,0.0
102.0,8,38,2,-34.5864287,-58.4458199,0.0
102.0,8,38,3,-34.5864287,-58.4458199,0.0
102.0,8,38,4,-34.5864287,-58.4458199,9.0
102.0,8,38,5,-34.5864287,-58.4458199,0.0
102.0,8,38,6,-34.5864287,-58.4458199,0.0
102.0,9,38,0,-34.5864287,-58.4458199,0.0
102.0,9,38,1,-34.5864287,-58.4458199,0.0
102.0,9,38,2,-34.5864287,-58.4458199,0.0
102.0,9,38,3,-34.5864287,-58.4458199,2.0
102.0,9,38,4,-34.5864287,-58.4458199,10.0
102.0,9,38,5,-34.5864287,-58.4458199,0.0
102.0,9,38,6,-34.5864287,-58.4458199,0.0
102.0,10,38,0,-34.5864287,-58.4458199,0.0
102.0,10,38,1,-34.5864287,-58.4458199,1.0
102.0,10,38,2,-34.5864287,-58.4458199,0.0
102.0,10,38,3,-34.5864287,-58.4458199,2.0
102.0,10,38,4,-34.5864287,-58.4458199,10.0
102.0,10,38,5,-34.5864287,-58.4458199,0.0
102.0,10,38,6,-34.5864287,-58.4458199,2.0
102.0,11,38,0,-34.5864287,-58.4458199,0.0
102.0,11,38,1,-34.5864287,-58.4458199,1.0
102.0,11,38,2,-34.5864287,-58.4458199,1.0
102.0,11,38,3,-34.5864287,-58.4458199,2.0
102.0,11,38,4,-34.5864287,-58.4458199,9.0
102.0,11,38,5,-34.5864287,-58.4458199,0.0
102.0,11,38,6,-34.5864287,-58.4458199,1.0
102.0,12,38,0,-34.5864287,-58.4458199,1.0
102.0,12,38,1,-34.5864287,-58.4458199,0.0
102.0,12,38,2,-34.5864287,-58.4458199,0.0
102.0,12,38,3,-34.5864287,-58.4458199,0.0
102.0,12,38,4,-34.5864287,-58.4458199,9.0
102.0,12,38,5,-34.5864287,-58.4458199,0.0
102.0,13,38,0,-34.5864287,-58.4458199,1.0
102.0,13,38,1,-34.5864287,-58.4458199,0.0
102.0,13,38,2,-34.5864287,-58.4458199,0.0
102.0,13,38,3,-34.5864287,-58.4458199,2.0
102.0,13,38,4,-34.5864287,-58.4458199,9.0
102.0,13,38,5,-34.5864287,-58.4458199,1.0
102.0,14,38,0,-34.5864287,-58.4458199,0.0
102.0,14,38,1,-34.5864287,-58.4458199,0.0
102.0,14,38,2,-34.5864287,-58.4458199,1.0
102.0,14,38,3,-34.5864287,-58.4458199,4.0
102.0,14,38,4,-34.5864287,-58.4458199,8.0
102.0,14,38,5,-34.5864287,-58.4458199,1.0
102.0,15,38,0,-34.5864287,-58.4458199,0.0
102.0,15,38,1,-34.5864287,-58.4458199,1.0
102.0,15,38,2,-34.5864287,-58.4458199,0.0
102.0,15,38,3,-34.5864287,-58.4458199,7.0
102.0,15,38,5,-34.5864287,-58.4458199,0.0
102.0,16,38,0,-34.5864287,-58.4458199,0.0
102.0,16,38,1,-34.5864287,-58.4458199,0.0
102.0,16,38,2,-34.5864287,-58.4458199,0.0
102.0,16,38,3,-34.5864287,-58.4458199,9.0
102.0,16,38,5,-34.5864287,-58.4458199,0.0
102.0,17,38,0,-34.5864287,-58.4458199,1.0
102.0,17,38,1,-34.5864287,-58.4458199,0.0
102.0,17,38,2,-34.5864287,-58.4458199,0.0
102.0,17,38,3,-34.5864287,-58.4458199,10.0
102.0,17,38,5,-34.5864287,-58.4458199,0.0
102.0,18,38,0,-34.5864287,-58.4458199,0.0
102.0,18,38,1,-34.5864287,-58.4458199,0.0
102.0,18,38,2,-34.5864287,-58.4458199,0.0
102.0,18,38,3,-34.5864287,-58.4458199,10.0
102.0,18,38,5,-34.5864287,-58.4458199,0.0
102.0,19,38,0,-34.5864287,-58.4458199,0.0
102.0,19,38,1,-34.5864287,-58.4458199,0.0
102.0,19,38,2,-34.5864287,-58.4458199,0.0
102.0,19,38,3,-34.5864287,-58.4458199,10.0
102.0,19,38,5,-34.5864287,-58.4458199,1.0
102.0,20,38,0,-34.5864287,-58.4458199,1.0
102.0,20,38,1,-34.5864287,-58.4458199,0.0
102.0,20,38,2,-34.5864287,-58.4458199,1.0
102.0,20,38,3,-34.5864287,-58.4458199,10.0
102.0,20,38,4,-34.5864287,-58.4458199,6.0
102.0,20,38,5,-34.5864287,-58.4458199,2.0
102.0,21,38,0,-34.5864287,-58.4458199,0.0
102.0,21,38,1,-34.5864287,-58.4458199,0.0
102.0,21,38,2,-34.5864287,-58.4458199,2.0
102.0,21,38,3,-34.5864287,-58.4458199,10.0
102.0,21,38,4,-34.5864287,-58.4458199,0.0
102.0,21,38,5,-34.5864287,-58.4458199,4.0
102.0,22,38,0,-34.5864287,-58.4458199,0.0
102.0,22,38,1,-34.5864287,-58.4458199,0.0
102.0,22,38,2,-34.5864287,-58.4458199,0.0
102.0,22,38,3,-34.5864287,-58.4458199,9.0
102.0,22,38,4,-34.5864287,-58.4458199,0.0
102.0,22,38,5,-34.5864287,-58.4458199,1.0
102.0,23,38,0,-34.5864287,-58.4458199,0.0
102.0,23,38,1,-34.5864287,-58.4458199,0.0
102.0,23,38,2,-34.5864287,-58.4458199,1.0
102.0,23,38,3,-34.5864287,-58.4458199,9.0
102.0,23,38,4,-34.5864287,-58.4458199,0.0
102.0,23,38,5,-34.5864287,-58.4458199,2.0
104.0,0,38,0,-34.587617,-58.455212,2.0
104.0,0,38,1,-34.587617,-58.455212,0.0
104.0,0,38,2,-34.587617,-58.455212,1.0
104.0,0,38,3,-34.587617,-58.455212,3.0
104.0,0,38,4,-34.587617,-58.455212,1.0
104.0,0,38,5,-34.587617,-58.455212,20.0
104.0,0,38,6,-34.587617,-58.455212,0.0
104.0,1,38,0,-34.587617,-58.455212,2.0
104.0,1,38,1,-34.587617,-58.455212,1.0
104.0,1,38,2,-34.587617,-58.455212,3.0
104.0,1,38,3,-34.587617,-58.455212,6.0
104.0,1,38,4,-34.587617,-58.455212,0.0
104.0,1,38,5,-34.587617,-58.455212,19.0
104.0,1,38,6,-34.587617,-58.455212,2.0
104.0,2,38,0,-34.587617,-58.455212,1.0
104.0,2,38,1,-34.587617,-58.455212,1.0
104.0,2,38,2,-34.587617,-58.455212,2.0
104.0,2,38,3,-34.587617,-58.455212,7.0
104.0,2,38,4,-34.587617,-58.455212,0.0
104.0,2,38,5,-34.587617,-58.455212,21.0
104.0,2,38,6,-34.587617,-58.455212,1.0
104.0,3,38,0,-34.587617,-58.455212,1.0
104.0,3,38,1,-34.587617,-58.455212,1.0
104.0,3,38,2,-34.587617,-58.455212,2.0
104.0,3,38,3,-34.587617,-58.455212,7.0
104.0,3,38,4,-34.587617,-58.455212,0.0
104.0,3,38,5,-34.587617,-58.455212,22.0
104.0,3,38,6,-34.587617,-58.455212,3.0
104.0,4,38,0,-34.587617,-58.455212,1.0
104.0,4,38,1,-34.587617,-58.455212,1.0
104.0,4,38,2,-34.587617,-58.455212,2.0
104.0,4,38,3,-34.587617,-58.455212,9.0
104.0,4,38,4,-34.587617,-58.455212,0.0
104.0,4,38,5,-34.587617,-58.455212,22.0
104.0,4,38,6,-34.587617,-58.455212,3.0
104.0,5,38,0,-34.587617,-58.455212,1.0
104.0,5,38,1,-34.587617,-58.455212,1.0
104.0,5,38,2,-34.587617,-58.455212,1.0
104.0,5,38,3,-34.587617,-58.455212,7.0
104.0,5,38,4,-34.587617,-58.455212,1.0
104.0,5,38,5,-34.587617,-58.455212,21.0
104.0,5,38,6,-34.587617,-58.455212,4.0
104.0,6,38,0,-34.587617,-58.455212,0.0
104.0,6,38,1,-34.587617,-58.455212,0.0
104.0,6,38,2,-34.587617,-58.455212,0.0
104.0,6,38,3,-34.587617,-58.455212,4.0
104.0,6,38,4,-34.587617,-58.455212,0.0
104.0,6,38,5,-34.587617,-58.455212,19.0
104.0,6,38,6,-34.587617,-58.455212,5.0
104.0,7,38,0,-34.587617,-58.455212,0.0
104.0,7,38,1,-34.587617,-58.455212,0.0
104.0,7,38,2,-34.587617,-58.455212,1.0
104.0,7,38,3,-34.587617,-58.455212,1.0
104.0,7,38,4,-34.587617,-58.455212,1.0
104.0,7,38,5,-34.587617,-58.455212,18.0
104.0,7,38,6,-34.587617,-58.455212,1.0
104.0,8,38,0,-34.587617,-58.455212,0.0
104.0,8,38,1,-34.587617,-58.455212,11.0
104.0,8,38,2,-34.587617,-58.455212,0.0
104.0,8,38,3,-34.587617,-58.455212,8.0
104.0,8,38,4,-34.587617,-58.455212,1.0
104.0,8,38,5,-34.587617,-58.455212,10.0
104.0,8,38,6,-34.587617,-58.455212,0.0
104.0,9,38,0,-34.587617,-58.455212,0.0
104.0,9,38,1,-34.587617,-58.455212,12.0
104.0,9,38,2,-34.587617,-58.455212,1.0
104.0,9,38,3,-34.587617,-58.455212,11.0
104.0,9,38,4,-34.587617,-58.455212,1.0
104.0,9,38,5,-34.587617,-58.455212,22.0
104.0,9,38,6,-34.587617,-58.455212,0.0
104.0,10,38,0,-34.587617,-58.455212,8.0
104.0,10,38,1,-34.587617,-58.455212,10.0
104.0,10,38,2,-34.587617,-58.455212,0.0
104.0,10,38,3,-34.587617,-58.455212,2.0
104.0,10,38,4,-34.587617,-58.455212,1.0
104.0,10,38,5,-34.587617,-58.455212,24.0
104.0,10,38,6,-34.587617,-58.455212,3.0
104.0,11,38,0,-34.587617,-58.455212,16.0
104.0,11,38,1,-34.587617,-58.455212,0.0
104.0,11,38,2,-34.587617,-58.455212,1.0
104.0,11,38,3,-34.587617,-58.455212,0.0
104.0,11,38,4,-34.587617,-58.455212,1.0
104.0,11,38,5,-34.587617,-58.455212,16.0
104.0,11,38,6,-34.587617,-58.455212,1.0
104.0,12,38,0,-34.587617,-58.455212,9.0
104.0,12,38,1,-34.587617,-58.455212,11.0
104.0,12,38,2,-34.587617,-58.455212,14.0
104.0,12,38,3,-34.587617,-58.455212,7.0
104.0,12,38,4,-34.587617,-58.455212,3.0
104.0,12,38,5,-34.587617,-58.455212,13.0
104.0,13,38,0,-34.587617,-58.455212,1.0
104.0,13,38,1,-34.587617,-58.455212,1.0
104.0,13,38,2,-34.587617,-58.455212,5.0
104.0,13,38,3,-34.587617,-58.455212,1.0
104.0,13,38,4,-34.587617,-58.455212,1.0
104.0,13,38,5,-34.587617,-58.455212,2.0
104.0,14,38,0,-34.587617,-58.455212,8.0
104.0,14,38,1,-34.587617,-58.455212,1.0
104.0,14,38,2,-34.587617,-58.455212,0.0
104.0,14,38,3,-34.587617,-58.455212,2.0
104.0,14,38,4,-34.587617,-58.455212,14.0
104.0,14,38,5,-34.587617,-58.455212,0.0
104.0,15,38,0,-34.587617,-58.455212,8.0
104.0,15,38,1,-34.587617,-58.455212,0.0
104.0,15,38,2,-34.587617,-58.455212,2.0
104.0,15,38,3,-34.587617,-58.455212,5.0
104.0,15,38,4,-34.587617,-58.455212,4.0
104.0,15,38,5,-34.587617,-58.455212,0.0
104.0,16,38,0,-34.587617,-58.455212,6.0
104.0,16,38,1,-34.587617,-58.455212,0.0
104.0,16,38,2,-34.587617,-58.455212,3.0
104.0,16,38,3,-34.587617,-58.455212,2.0
104.0,16,38,4,-34.587617,-58.455212,6.0
104.0,16,38,5,-34.587617,-58.455212,0.0
104.0,17,38,0,-34.587617,-58.455212,0.0
104.0,17,38,1,-34.587617,-58.455212,0.0
104.0,17,38,2,-34.587617,-58.455212,8.0
104.0,17,38,3,-34.587617,-58.455212,1.0
104.0,17,38,4,-34.587617,-58.455212,1.0
104.0,17,38,5,-34.587617,-58.455212,4.0
104.0,18,38,0,-34.587617,-58.455212,0.0
104.0,18,38,1,-34.587617,-58.455212,4.0
104.0,18,38,2,-34.587617,-58.455212,3.0
104.0,18,38,3,-34.587617,-58.455212,9.0
104.0,18,38,4,-34.587617,-58.455212,4.0
104.0,18,38,5,-34.587617,-58.455212,8.0
104.0,19,38,0,-34.587617,-58.455212,0.0
104.0,19,38,1,-34.587617,-58.455212,9.0
104.0,19,38,2,-34.587617,-58.455212,11.0
104.0,19,38,3,-34.587617,-58.455212,20.0
104.0,19,38,4,-34.587617,-58.455212,5.0
104.0,19,38,5,-34.587617,-58.455212,5.0
104.0,20,38,0,-34.587617,-58.455212,1.0
104.0,20,38,1,-34.587617,-58.455212,3.0
104.0,20,38,2,-34.587617,-58.455212,20.0
104.0,20,38,3,-34.587617,-58.455212,16.0
104.0,20,38,4,-34.587617,-58.455212,25.0
104.0,20,38,5,-34.587617,-58.455212,1.0
104.0,21,38,0,-34.587617,-58.455212,0.0
104.0,21,38,1,-34.587617,-58.455212,1.0
104.0,21,38,2,-34.587617,-58.455212,8.0
104.0,21,38,3,-34.587617,-58.455212,10.0
104.0,21,38,4,-34.587617,-58.455212,22.0
104.0,21,38,5,-34.587617,-58.455212,1.0
104.0,22,38,0,-34.587617,-58.455212,0.0
104.0,22,38,1,-34.587617,-58.455212,0.0
104.0,22,38,2,-34.587617,-58.455212,2.0
104.0,22,38,3,-34.587617,-58.455212,4.0
104.0,22,38,4,-34.587617,-58.455212,20.0
104.0,22,38,5,-34.587617,-58.455212,4.0
104.0,23,38,0,-34.587617,-58.455212,0.0
104.0,23,38,1,-34.587617,-58.455212,0.0
104.0,23,38,2,-34.587617,-58.455212,0.0
104.0,23,38,3,-34.587617,-58.455212,1.0
104.0,23,38,4,-34.587617,-58.455212,21.0
104.0,23,38,5,-34.587617,-58.455212,3.0
105.0,0,38,0,-34.6340844,-58.4008662,1.0
105.0,0,38,1,-34.6340844,-58.4008662,0.0
105.0,0,38,2,-34.6340844,-58.4008662,0.0
105.0,0,38,3,-34.6340844,-58.4008662,1.0
105.0,0,38,4,-34.6340844,-58.4008662,0.0
105.0,0,38,5,-34.6340844,-58.4008662,4.0
105.0,0,38,6,-34.6340844,-58.4008662,1.0
105.0,1,38,0,-34.6340844,-58.4008662,3.0
105.0,1,38,1,-34.6340844,-58.4008662,1.0
105.0,1,38,2,-34.6340844,-58.4008662,0.0
105.0,1,38,3,-34.6340844,-58.4008662,4.0
105.0,1,38,4,-34.6340844,-58.4008662,1.0
105.0,1,38,5,-34.6340844,-58.4008662,4.0
105.0,1,38,6,-34.6340844,-58.4008662,2.0
105.0,2,38,0,-34.6340844,-58.4008662,2.0
105.0,2,38,1,-34.6340844,-58.4008662,0.0
105.0,2,38,2,-34.6340844,-58.4008662,0.0
105.0,2,38,3,-34.6340844,-58.4008662,4.0
105.0,2,38,4,-34.6340844,-58.4008662,1.0
105.0,2,38,5,-34.6340844,-58.4008662,3.0
105.0,2,38,6,-34.6340844,-58.4008662,3.0
105.0,3,38,0,-34.6340844,-58.4008662,2.0
105.0,3,38,1,-34.6340844,-58.4008662,2.0
105.0,3,38,2,-34.6340844,-58.4008662,0.0
105.0,3,38,3,-34.6340844,-58.4008662,3.0
105.0,3,38,4,-34.6340844,-58.4008662,1.0
105.0,3,38,5,-34.6340844,-58.4008662,3.0
105.0,3,38,6,-34.6340844,-58.4008662,3.0
105.0,4,38,0,-34.6340844,-58.4008662,2.0
105.0,4,38,1,-34.6340844,-58.4008662,2.0
105.0,4,38,2,-34.6340844,-58.4008662,0.0
105.0,4,38,3,-34.6340844,-58.4008662,3.0
105.0,4,38,4,-34.6340844,-58.4008662,2.0
105.0,4,38,5,-34.6340844,-58.4008662,5.0
105.0,4,38,6,-34.6340844,-58.4008662,4.0
105.0,5,38,0,-34.6340844,-58.4008662,2.0
105.0,5,38,1,-34.6340844,-58.4008662,2.0
105.0,5,38,2,-34.6340844,-58.4008662,0.0
105.0,5,38,3,-34.6340844,-58.4008662,2.0
105.0,5,38,4,-34.6340844,-58.4008662,2.0
105.0,5,38,5,-34.6340844,-58.4008662,6.0
105.0,5,38,6,-34.6340844,-58.4008662,5.0
105.0,6,38,0,-34.6340844,-58.4008662,1.0
105.0,6,38,1,-34.6340844,-58.4008662,2.0
105.0,6,38,2,-34.6340844,-58.4008662,0.0
105.0,6,38,3,-34.6340844,-58.4008662,1.0
105.0,6,38,4,-34.6340844,-58.4008662,0.0
105.0,6,38,5,-34.6340844,-58.4008662,6.0
105.0,6,38,6,-34.6340844,-58.4008662,6.0
