station_id,month,dayOfWeek,semana_ano,hour,lat,long,num_bikes_available
2,9,1,37,16,-34.59242329999999,-58.37471510000001,1.0
2,9,1,37,17,-34.59242329999999,-58.37471510000001,1.0
2,9,1,37,18,-34.59242329999999,-58.37471510000001,0.0
2,9,1,37,19,-34.59242329999999,-58.37471510000001,1.0
2,9,1,37,20,-34.59242329999999,-58.37471510000001,1.0
2,9,1,37,21,-34.59242329999999,-58.37471510000001,0.0
2,9,1,37,22,-34.59242329999999,-58.37471510000001,0.0
2,9,1,37,23,-34.59242329999999,-58.37471510000001,1.0
2,9,2,37,1,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,2,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,3,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,4,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,5,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,6,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,7,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,8,-34.59242329999999,-58.37471510000001,1.0
2,9,2,37,9,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,10,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,11,-34.59242329999999,-58.37471510000001,1.0
2,9,2,37,12,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,13,-34.59242329999999,-58.37471510000001,1.0
2,9,2,37,14,-34.59242329999999,-58.37471510000001,1.0
2,9,2,37,15,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,16,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,17,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,18,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,19,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,20,-34.59242329999999,-58.37471510000001,1.0
2,9,2,37,21,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,22,-34.59242329999999,-58.37471510000001,0.0
2,9,2,37,23,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,0,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,1,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,2,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,3,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,4,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,5,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,6,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,7,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,8,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,9,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,10,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,11,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,12,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,13,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,14,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,15,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,16,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,17,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,18,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,19,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,20,-34.59242329999999,-58.37471510000001,0.0
2,9,3,37,21,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,22,-34.59242329999999,-58.37471510000001,1.0
2,9,3,37,23,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,0,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,1,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,2,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,3,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,4,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,5,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,6,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,7,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,8,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,9,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,10,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,11,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,12,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,13,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,14,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,15,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,16,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,17,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,18,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,19,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,20,-34.59242329999999,-58.37471510000001,1.0
2,9,4,37,21,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,22,-34.59242329999999,-58.37471510000001,0.0
2,9,4,37,23,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,0,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,1,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,2,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,3,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,4,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,5,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,6,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,7,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,8,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,9,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,10,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,11,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,12,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,13,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,14,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,15,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,16,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,17,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,18,-34.59242329999999,-58.37471510000001,2.0
2,9,5,37,19,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,20,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,21,-34.59242329999999,-58.37471510000001,1.0
2,9,5,37,22,-34.59242329999999,-58.37471510000001,0.0
2,9,5,37,23,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,0,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,1,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,2,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,3,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,4,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,5,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,6,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,7,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,8,-34.59242329999999,-58.37471510000001,2.0
2,9,6,37,9,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,10,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,11,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,12,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,13,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,14,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,15,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,16,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,17,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,18,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,19,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,20,-34.59242329999999,-58.37471510000001,0.0
2,9,6,37,21,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,22,-34.59242329999999,-58.37471510000001,1.0
2,9,6,37,23,-34.59242329999999,-58.37471510000001,3.0
3,9,0,37,0,-34.611032,-58.3682604,0.0
3,9,0,37,1,-34.611032,-58.3682604,0.0
3,9,0,37,2,-34.611032,-58.3682604,0.0
3,9,0,37,3,-34.611032,-58.3682604,0.0
3,9,0,37,4,-34.611032,-58.3682604,0.0
3,9,0,37,5,-34.611032,-58.3682604,2.0
3,9,0,37,6,-34.611032,-58.3682604,2.0
3,9,0,37,7,-34.611032,-58.3682604,4.0
3,9,0,37,8,-34.611032,-58.3682604,9.0
3,9,0,37,9,-34.611032,-58.3682604,9.0
3,9,0,37,10,-34.611032,-58.3682604,8.0
3,9,0,37,11,-34.611032,-58.3682604,8.0
3,9,0,37,12,-34.611032,-58.3682604,9.0
3,9,0,37,13,-34.611032,-58.3682604,8.0
3,9,0,37,14,-34.611032,-58.3682604,8.0
3,9,0,37,15,-34.611032,-58.3682604,5.0
3,9,0,37,16,-34.611032,-58.3682604,2.0
3,9,0,37,17,-34.611032,-58.3682604,1.0
3,9,0,37,18,-34.611032,-58.3682604,0.0
3,9,0,37,19,-34.611032,-58.3682604,1.0
3,9,0,37,20,-34.611032,-58.3682604,0.0
3,9,0,37,21,-34.611032,-58.3682604,0.0
3,9,0,37,22,-34.611032,-58.3682604,0.0
3,9,0,37,23,-34.611032,-58.3682604,1.0
3,9,1,37,0,-34.611032,-58.3682604,1.0
3,9,1,37,1,-34.611032,-58.3682604,0.0
3,9,1,37,2,-34.611032,-58.3682604,0.0
3,9,1,37,3,-34.611032,-58.3682604,0.0
3,9,1,37,4,-34.611032,-58.3682604,0.0
3,9,1,37,5,-34.611032,-58.3682604,1.0
3,9,1,37,6,-34.611032,-58.3682604,1.0
3,9,1,37,7,-34.611032,-58.3682604,3.0
3,9,1,37,8,-34.611032,-58.3682604,2.0
3,9,1,37,9,-34.611032,-58.3682604,6.0
3,9,1,37,10,-34.611032,-58.3682604,6.0
3,9,1,37,11,-34.611032,-58.3682604,2.0
3,9,1,37,12,-34.611032,-58.3682604,1.0
3,9,1,37,13,-34.611032,-58.3682604,1.0
3,9,1,37,14,-34.611032,-58.3682604,1.0
3,9,1,37,15,-34.611032,-58.3682604,1.0
3,9,1,37,16,-34.611032,-58.3682604,0.0
3,9,1,37,17,-34.611032,-58.3682604,1.0
3,9,1,37,18,-34.611032,-58.3682604,1.0
3,9,1,37,19,-34.611032,-58.3682604,0.0
3,9,1,37,20,-34.611032,-58.3682604,0.0
3,9,1,37,21,-34.611032,-58.3682604,1.0
3,9,1,37,22,-34.611032,-58.3682604,0.0
3,9,1,37,23,-34.611032,-58.3682604,0.0
3,9,2,37,1,-34.611032,-58.3682604,0.0
3,9,2,37,2,-34.611032,-58.3682604,0.0
3,9,2,37,3,-34.611032,-58.3682604,2.0
3,9,2,37,4,-34.611032,-58.3682604,2.0
3,9,2,37,5,-34.611032,-58.3682604,2.0
3,9,2,37,6,-34.611032,-58.3682604,2.0
3,9,2,37,7,-34.611032,-58.3682604,6.0
3,9,2,37,8,-34.611032,-58.3682604,2.0
3,9,2,37,9,-34.611032,-58.3682604,2.0
3,9,2,37,10,-34.611032,-58.3682604,1.0
3,9,2,37,11,-34.611032,-58.3682604,1.0
3,9,2,37,12,-34.611032,-58.3682604,2.0
3,9,2,37,13,-34.611032,-58.3682604,1.0
3,9,2,37,14,-34.611032,-58.3682604,1.0
3,9,2,37,15,-34.611032,-58.3682604,1.0
3,9,2,37,16,-34.611032,-58.3682604,1.0
3,9,2,37,17,-34.611032,-58.3682604,0.0
3,9,2,37,18,-34.611032,-58.3682604,0.0
3,9,2,37,19,-34.611032,-58.3682604,0.0
3,9,2,37,20,-34.611032,-58.3682604,0.0
3,9,2,37,21,-34.611032,-58.3682604,0.0
3,9,2,37,22,-34.611032,-58.3682604,1.0
3,9,2,37,23,-34.611032,-58.3682604,1.0
3,9,3,37,0,-34.611032,-58.3682604,0.0
3,9,3,37,1,-34.611032,-58.3682604,0.0
3,9,3,37,2,-34.611032,-58.3682604,0.0
3,9,3,37,3,-34.611032,-58.3682604,0.0
3,9,3,37,4,-34.611032,-58.3682604,0.0
3,9,3,37,5,-34.611032,-58.3682604,0.0
3,9,3,37,6,-34.611032,-58.3682604,1.0
3,9,3,37,7,-34.611032,-58.3682604,2.0
3,9,3,37,8,-34.611032,-58.3682604,1.0
3,9,3,37,9,-34.611032,-58.3682604,4.0
3,9,3,37,10,-34.611032,-58.3682604,2.0
3,9,3,37,11,-34.611032,-58.3682604,6.0
3,9,3,37,12,-34.611032,-58.3682604,2.0
3,9,3,37,13,-34.611032,-58.3682604,1.0
3,9,3,37,14,-34.611032,-58.3682604,1.0
3,9,3,37,15,-34.611032,-58.3682604,1.0
3,9,3,37,16,-34.611032,-58.3682604,0.0
3,9,3,37,17,-34.611032,-58.3682604,1.0
3,9,3,37,18,-34.611032,-58.3682604,1.0
3,9,3,37,19,-34.611032,-58.3682604,0.0
3,9,3,37,20,-34.611032,-58.3682604,0.0
3,9,3,37,21,-34.611032,-58.3682604,0.0
3,9,3,37,22,-34.611032,-58.3682604,0.0
3,9,3,37,23,-34.611032,-58.3682604,0.0
3,9,4,37,0,-34.611032,-58.3682604,0.0
3,9,4,37,1,-34.611032,-58.3682604,0.0
3,9,4,37,2,-34.611032,-58.3682604,0.0
3,9,4,37,3,-34.611032,-58.3682604,0.0
3,9,4,37,4,-34.611032,-58.3682604,0.0
3,9,4,37,5,-34.611032,-58.3682604,1.0
3,9,4,37,6,-34.611032,-58.3682604,2.0
3,9,4,37,7,-34.611032,-58.3682604,6.0
3,9,4,37,8,-34.611032,-58.3682604,4.0
3,9,4,37,9,-34.611032,-58.3682604,6.0
3,9,4,37,10,-34.611032,-58.3682604,9.0
3,9,4,37,11,-34.611032,-58.3682604,8.0
3,9,4,37,12,-34.611032,-58.3682604,2.0
3,9,4,37,13,-34.611032,-58.3682604,0.0
3,9,4,37,14,-34.611032,-58.3682604,1.0
3,9,4,37,15,-34.611032,-58.3682604,0.0
3,9,4,37,16,-34.611032,-58.3682604,0.0
3,9,4,37,17,-34.611032,-58.3682604,1.0
3,9,4,37,18,-34.611032,-58.3682604,0.0
3,9,4,37,19,-34.611032,-58.3682604,0.0
3,9,4,37,20,-34.611032,-58.3682604,1.0
3,9,4,37,21,-34.611032,-58.3682604,0.0
3,9,4,37,22,-34.611032,-58.3682604,0.0
3,9,4,37,23,-34.611032,-58.3682604,1.0
3,9,5,37,0,-34.611032,-58.3682604,1.0
3,9,5,37,1,-34.611032,-58.3682604,1.0
3,9,5,37,2,-34.611032,-58.3682604,0.0
3,9,5,37,3,-34.611032,-58.3682604,0.0
3,9,5,37,4,-34.611032,-58.3682604,1.0
3,9,5,37,5,-34.611032,-58.3682604,2.0
3,9,5,37,6,-34.611032,-58.3682604,2.0
3,9,5,37,7,-34.611032,-58.3682604,1.0
3,9,5,37,8,-34.611032,-58.3682604,0.0
3,9,5,37,9,-34.611032,-58.3682604,0.0
3,9,5,37,10,-34.611032,-58.3682604,1.0
3,9,5,37,11,-34.611032,-58.3682604,1.0
3,9,5,37,12,-34.611032,-58.3682604,0.0
3,9,5,37,13,-34.611032,-58.3682604,0.0
3,9,5,37,14,-34.611032,-58.3682604,0.0
3,9,5,37,15,-34.611032,-58.3682604,1.0
3,9,5,37,16,-34.611032,-58.3682604,1.0
3,9,5,37,17,-34.611032,-58.3682604,1.0
3,9,5,37,18,-34.611032,-58.3682604,1.0
3,9,5,37,19,-34.611032,-58.3682604,0.0
3,9,5,37,20,-34.611032,-58.3682604,0.0
3,9,5,37,21,-34.611032,-58.3682604,1.0
3,9,5,37,22,-34.611032,-58.3682604,1.0
3,9,5,37,23,-34.611032,-58.3682604,1.0
3,9,6,37,0,-34.611032,-58.3682604,0.0
3,9,6,37,1,-34.611032,-58.3682604,0.0
3,9,6,37,2,-34.611032,-58.3682604,0.0
3,9,6,37,3,-34.611032,-58.3682604,0.0
3,9,6,37,4,-34.611032,-58.3682604,0.0
3,9,6,37,5,-34.611032,-58.3682604,0.0
3,9,6,37,6,-34.611032,-58.3682604,1.0
3,9,6,37,7,-34.611032,-58.3682604,1.0
3,9,6,37,8,-34.611032,-58.3682604,2.0
3,9,6,37,9,-34.611032,-58.3682604,0.0
3,9,6,37,10,-34.611032,-58.3682604,0.0
3,9,6,37,11,-34.611032,-58.3682604,0.0
3,9,6,37,12,-34.611032,-58.3682604,1.0
3,9,6,37,13,-34.611032,-58.3682604,1.0
3,9,6,37,14,-34.611032,-58.3682604,1.0
3,9,6,37,15,-34.611032,-58.3682604,1.0
3,9,6,37,16,-34.611032,-58.3682604,0.0
3,9,6,37,17,-34.611032,-58.3682604,0.0
3,9,6,37,18,-34.611032,-58.3682604,1.0
3,9,6,37,19,-34.611032,-58.3682604,0.0
3,9,6,37,20,-34.611032,-58.3682604,1.0
3,9,6,37,21,-34.611032,-58.3682604,0.0
3,9,6,37,22,-34.611032,-58.3682604,0.0
3,9,6,37,23,-34.611032,-58.3682604,0.0
4,9,0,37,0,-34.6017255,-58.368762800000006,1.0
4,9,0,37,1,-34.6017255,-58.368762800000006,2.0
4,9,0,37,2,-34.6017255,-58.368762800000006,2.0
4,9,0,37,3,-34.6017255,-58.368762800000006,1.0
4,9,0,37,4,-34.6017255,-58.368762800000006,1.0
4,9,0,37,5,-34.6017255,-58.368762800000006,0.0
4,9,0,37,6,-34.6017255,-58.368762800000006,1.0
4,9,0,37,7,-34.6017255,-58.368762800000006,3.0
4,9,0,37,8,-34.6017255,-58.368762800000006,6.0
4,9,0,37,9,-34.6017255,-58.368762800000006,5.0
4,9,0,37,10,-34.6017255,-58.368762800000006,6.0
4,9,0,37,11,-34.6017255,-58.368762800000006,4.0
4,9,0,37,12,-34.6017255,-58.368762800000006,5.0
4,9,0,37,13,-34.6017255,-58.368762800000006,7.0
4,9,0,37,14,-34.6017255,-58.368762800000006,8.0
4,9,0,37,15,-34.6017255,-58.368762800000006,11.0
4,9,0,37,16,-34.6017255,-58.368762800000006,13.0
4,9,0,37,17,-34.6017255,-58.368762800000006,3.0
4,9,0,37,18,-34.6017255,-58.368762800000006,0.0
4,9,0,37,19,-34.6017255,-58.368762800000006,0.0
4,9,0,37,20,-34.6017255,-58.368762800000006,0.0
4,9,0,37,21,-34.6017255,-58.368762800000006,0.0
4,9,0,37,22,-34.6017255,-58.368762800000006,1.0
4,9,0,37,23,-34.6017255,-58.368762800000006,2.0
4,9,1,37,0,-34.6017255,-58.368762800000006,2.0
4,9,1,37,1,-34.6017255,-58.368762800000006,3.0
4,9,1,37,2,-34.6017255,-58.368762800000006,2.0
4,9,1,37,3,-34.6017255,-58.368762800000006,2.0
4,9,1,37,4,-34.6017255,-58.368762800000006,2.0
4,9,1,37,5,-34.6017255,-58.368762800000006,1.0
4,9,1,37,6,-34.6017255,-58.368762800000006,0.0
4,9,1,37,7,-34.6017255,-58.368762800000006,1.0
4,9,1,37,8,-34.6017255,-58.368762800000006,3.0
4,9,1,37,9,-34.6017255,-58.368762800000006,11.0
4,9,1,37,10,-34.6017255,-58.368762800000006,13.0
4,9,1,37,11,-34.6017255,-58.368762800000006,13.0
4,9,1,37,12,-34.6017255,-58.368762800000006,6.0
4,9,1,37,13,-34.6017255,-58.368762800000006,1.0
4,9,1,37,14,-34.6017255,-58.368762800000006,1.0
4,9,1,37,15,-34.6017255,-58.368762800000006,0.0
4,9,1,37,16,-34.6017255,-58.368762800000006,0.0
4,9,1,37,17,-34.6017255,-58.368762800000006,0.0
4,9,1,37,18,-34.6017255,-58.368762800000006,0.0
4,9,1,37,19,-34.6017255,-58.368762800000006,1.0
4,9,1,37,20,-34.6017255,-58.368762800000006,0.0
4,9,1,37,21,-34.6017255,-58.368762800000006,0.0
4,9,1,37,22,-34.6017255,-58.368762800000006,0.0
4,9,1,37,23,-34.6017255,-58.368762800000006,0.0
4,9,2,37,1,-34.6017255,-58.368762800000006,0.0
4,9,2,37,2,-34.6017255,-58.368762800000006,0.0
4,9,2,37,3,-34.6017255,-58.368762800000006,0.0
4,9,2,37,4,-34.6017255,-58.368762800000006,0.0
4,9,2,37,5,-34.6017255,-58.368762800000006,0.0
4,9,2,37,6,-34.6017255,-58.368762800000006,1.0
4,9,2,37,7,-34.6017255,-58.368762800000006,2.0
4,9,2,37,8,-34.6017255,-58.368762800000006,1.0
4,9,2,37,9,-34.6017255,-58.368762800000006,3.0
4,9,2,37,10,-34.6017255,-58.368762800000006,5.0
4,9,2,37,11,-34.6017255,-58.368762800000006,3.0
4,9,2,37,12,-34.6017255,-58.368762800000006,1.0
4,9,2,37,13,-34.6017255,-58.368762800000006,1.0
4,9,2,37,14,-34.6017255,-58.368762800000006,1.0
4,9,2,37,15,-34.6017255,-58.368762800000006,1.0
4,9,2,37,16,-34.6017255,-58.368762800000006,0.0
4,9,2,37,17,-34.6017255,-58.368762800000006,0.0
4,9,2,37,18,-34.6017255,-58.368762800000006,0.0
4,9,2,37,19,-34.6017255,-58.368762800000006,1.0
4,9,2,37,20,-34.6017255,-58.368762800000006,1.0
4,9,2,37,21,-34.6017255,-58.368762800000006,0.0
4,9,2,37,22,-34.6017255,-58.368762800000006,0.0
4,9,2,37,23,-34.6017255,-58.368762800000006,1.0
4,9,3,37,0,-34.6017255,-58.368762800000006,2.0
4,9,3,37,1,-34.6017255,-58.368762800000006,0.0
4,9,3,37,2,-34.6017255,-58.368762800000006,0.0
4,9,3,37,3,-34.6017255,-58.368762800000006,0.0
4,9,3,37,4,-34.6017255,-58.368762800000006,0.0
4,9,3,37,5,-34.6017255,-58.368762800000006,1.0
4,9,3,37,6,-34.6017255,-58.368762800000006,1.0
4,9,3,37,7,-34.6017255,-58.368762800000006,2.0
4,9,3,37,8,-34.6017255,-58.368762800000006,3.0
4,9,3,37,9,-34.6017255,-58.368762800000006,7.0
4,9,3,37,10,-34.6017255,-58.368762800000006,8.0
4,9,3,37,11,-34.6017255,-58.368762800000006,1.0
4,9,3,37,12,-34.6017255,-58.368762800000006,1.0
4,9,3,37,13,-34.6017255,-58.368762800000006,1.0
4,9,3,37,14,-34.6017255,-58.368762800000006,2.0
4,9,3,37,15,-34.6017255,-58.368762800000006,1.0
4,9,3,37,16,-34.6017255,-58.368762800000006,0.0
4,9,3,37,17,-34.6017255,-58.368762800000006,0.0
4,9,3,37,18,-34.6017255,-58.368762800000006,0.0
4,9,3,37,19,-34.6017255,-58.368762800000006,0.0
4,9,3,37,20,-34.6017255,-58.368762800000006,0.0
4,9,3,37,21,-34.6017255,-58.368762800000006,1.0
4,9,3,37,22,-34.6017255,-58.368762800000006,3.0
4,9,3,37,23,-34.6017255,-58.368762800000006,4.0
4,9,4,37,0,-34.6017255,-58.368762800000006,2.0
4,9,4,37,1,-34.6017255,-58.368762800000006,0.0
4,9,4,37,2,-34.6017255,-58.368762800000006,0.0
4,9,4,37,3,-34.6017255,-58.368762800000006,0.0
4,9,4,37,4,-34.6017255,-58.368762800000006,0.0
4,9,4,37,5,-34.6017255,-58.368762800000006,0.0
4,9,4,37,6,-34.6017255,-58.368762800000006,0.0
4,9,4,37,7,-34.6017255,-58.368762800000006,1.0
4,9,4,37,8,-34.6017255,-58.368762800000006,2.0
4,9,4,37,9,-34.6017255,-58.368762800000006,4.0
4,9,4,37,10,-34.6017255,-58.368762800000006,3.0
4,9,4,37,11,-34.6017255,-58.368762800000006,1.0
4,9,4,37,12,-34.6017255,-58.368762800000006,1.0
4,9,4,37,13,-34.6017255,-58.368762800000006,0.0
4,9,4,37,14,-34.6017255,-58.368762800000006,0.0
4,9,4,37,15,-34.6017255,-58.368762800000006,0.0
4,9,4,37,16,-34.6017255,-58.368762800000006,1.0
4,9,4,37,17,-34.6017255,-58.368762800000006,0.0
4,9,4,37,18,-34.6017255,-58.368762800000006,1.0
4,9,4,37,19,-34.6017255,-58.368762800000006,1.0
4,9,4,37,20,-34.6017255,-58.368762800000006,1.0
4,9,4,37,21,-34.6017255,-58.368762800000006,0.0
4,9,4,37,22,-34.6017255,-58.368762800000006,0.0
4,9,4,37,23,-34.6017255,-58.368762800000006,1.0
4,9,5,37,0,-34.6017255,-58.368762800000006,2.0
4,9,5,37,1,-34.6017255,-58.368762800000006,2.0
4,9,5,37,2,-34.6017255,-58.368762800000006,3.0
4,9,5,37,3,-34.6017255,-58.368762800000006,2.0
4,9,5,37,4,-34.6017255,-58.368762800000006,2.0
4,9,5,37,5,-34.6017255,-58.368762800000006,2.0
4,9,5,37,6,-34.6017255,-58.368762800000006,2.0
4,9,5,37,7,-34.6017255,-58.368762800000006,2.0
4,9,5,37,8,-34.6017255,-58.368762800000006,1.0
4,9,5,37,9,-34.6017255,-58.368762800000006,3.0
4,9,5,37,10,-34.6017255,-58.368762800000006,5.0
4,9,5,37,11,-34.6017255,-58.368762800000006,5.0
4,9,5,37,12,-34.6017255,-58.368762800000006,4.0
4,9,5,37,13,-34.6017255,-58.368762800000006,1.0
4,9,5,37,14,-34.6017255,-58.368762800000006,1.0
4,9,5,37,15,-34.6017255,-58.368762800000006,1.0
